"Title","Address","Decision","Decision Date"
"3rd St. Mini Market Corp.","23 Avenue D, New York, NY 10009","Permanent Disqualification","02/16/2018"
"111 Deli Stop Corp.","11021 Northern Blvd., Corona, NY 11368","Permanent Disqualification","02/16/2018"
"A&Z Food Mart","620 Fm 1959 Road, Houston, TX 77034","Permanent Disqualification","02/22/2018"
"Asian American Market","8610 Washington Blvd.,     Suite 118, Jessup, MD 20794","Permanent Disqualification","02/01/2018"
"Billy’s Deli & Grocery Store","83 W. Fordham Road, Bronx, NY 10468","Permanent Disqualification","02/20/2018"
"Bless 7 To 10 Market","434 Shepherd St. NW, Washington, DC 20011","Permanent Disqualification","02/07/2018"
"Bray & Bray","2717 Pine Ave., Niagara Falls, NY 14301","Permanent Disqualification","02/05/2018"
"Central Halal Market & Deli LLC","4811 Central Ave. NE, Columbia Heights, MN 55421","Permanent Disqualification","02/21/2018"
"Dariana Corp.","77 Throop Ave., New Brunswick, NJ 08901","Permanent Disqualification","02/22/2018"
"Dream Food Market","3502 S. Lancaster Road, Dallas, TX 75216","Permanent Disqualification","02/01/2018"
"Family African Market #1","20727 W. Seven Mile Road, Detroit, MI 48219","Permanent Disqualification","02/05/2018"
"Four Corners Express","415 E. Broad Rock Road, Richmond, VA 23224","Permanent Disqualification","02/13/2018"
"Gorkhas Grocery Store","539 State St., Rochester, NY 14608","","02/08/2018"
"Magnolia Discount","3415 S. Carrollton Ave., New Orleans, LA 70118","Permanent Disqualification","02/12/2018"
"Ray’s Food Mart II","4900 W. Walton St., Chicago, IL 60651","Permanent Disqualification","02/07/2018"
"Sam USA Deli & Grocery","117 S. Pearl St., Albany, NY 12207","Permanent Disqualification","02/15/2018"
"Stop Shop Go","1720 Martin Luther King Drive, Jeanerette, LA 70544","Permanent Disqualification","02/13/2018"
"The Yellow Store","131 W. Belmont St., Pensacola, FL 32501","Permanent Disqualification","02/27/2018"
"Thrift Foods Convenience","4725 E. Craig Road,     Suite 1, Las Vegas, NV 89115","Permanent Disqualification","02/27/2018"
"Tony-K-Market","6104  Mission Blvd., Riverside, CA 92509","Permanent Disqualification","02/14/2018"
"Wagon Wheel Grocery Inc.","69845 Wildwood Road, North Bend, OR 97459","Permanent Disqualification","02/05/2018"
"ZMT Enterprise LLC #1","20216 Van Dyke St., Detroit, MI 48234","Permanent Disqualification","02/26/2018"
"99 Cents & Oriental Grocery","21556 Timberlake Road, Lynchburg, VA 24502","Civil Money Penalty","03/26/2018"
"274 Mini Market Corp.","274 Riverdale Ave., Yonkers, NY 10705","Permanent Disqualification","03/29/2018"
"Adonnys Deli Grocery Corp.","18 E. Sandford Blvd., Mount Vernon, NY 10550","Permanent Disqualification","03/05/2018"
"Apna Bazaar","101 Railroad Ave., Antioch, CA 94509","Permanent Disqualification","03/21/2018"
"ARS Gas & Grocery dba Nobhill Conoco","1023 S. Third Ave., Yakima, WA 98902","Term Disqualification","03/05/2018"
"Best Market & Deli Inc.","8477 Parsons Blvd., Jamaica, NY 11432","Permanent Disqualification","03/28/2018"
"Bestway Convenience Store","1085 Tower Hill Road, North Kingstown, RI 02852","Permanent Disqualification","03/22/2018"
"BP Norristown","223 W. Main St., Norristown, PA 19401","Term Disqualification","03/01/2018"
"Bushwick Deli & Grill Corp.","413 Bushwick Ave., Brooklyn, NY 11206","Permanent Disqualification","03/22/2018"
"C&S Market","6300 N. Lee St., Morrow, GA 30260","Permanent Disqualification","03/19/2018"
"Chiefs Food & Liquor","115 Darling Way, Roseville, CA 95678","Civil Money Penalty","03/12/2018"
"Greenland Deli & Grocery Corp.","418 Lenox Ave., New York, NY 10037","Permanent Disqualification","03/26/2018"
"House of Hope Women Seeking Change Inc.","PO Box 603073, Cleveland, OH 44103","Denial","03/05/2018"
"JJ Grocery","246 Summer St., Passaic, NJ 07055","Civil Money Penalty","03/22/2018"
"La Commercial","1218 Waughtown St., Winston Salem, NC 27107","Permanent Disqualification","03/20/2018"
"La Popular Meat Market","58 Sterling Ave., Providence, RI 02909","Denial","03/09/2018"
"Last Stop Gourmet Deli Corp.","3801 White Plains Road, Bronx, NY 10467","Permanent Disqualification","03/29/2018"
"M&M Convenience Store #30669","4236 N. First St. , Abilene, TX 79603","Denial","03/29/2018"
"New Orleans Seafood Market & Deli","7245 Rockbridge Road,     Suite 2000, Lithonia, GA 30058","Withdrawal","03/07/2018"
"Papaw's","404 E. Martin Luther King Jr. Drive, Abbeville, LA 70510","Term Disqualification","03/12/2018"
"Quality Multi-services Grocery","101 E. Main St., Paterson, NJ 07522","Term Disqualification","03/26/2018"
"Reddy-Mart #3","62 W. Pendleton St., Stanton, KY 40380","Civil Money Penalty","03/26/2018"
"Royal Food Mart #14","1214 Highway 145, Royston, GA 30662","Permanent Disqualification","03/14/2018"
"Tarrant Marathon","1800 Pinson Valley Parkway, Birmingham, AL 35217","Denial","03/08/2018"
"United Market","413 Myatt Drive, Madison, TN 37115","Permanent Disqualification","03/26/2018"
"Venus Mart & Deli","1301 E. Main St., Haw River, NC 27258","Permanent Disqualification","03/29/2018"
"Yale Grocery Store","5624 Yale St., Houston, TX 77076","Permanent Disqualification","02/28/2018"
"Sumary Market","1114 Herndon Road, Modesto, CA 95351","Permanent Disqualification","02/27/2018"
"Sam's Food Stores","266 Belmont Ave., Springfield, MA 01108","Permanent Disqualification","02/26/2018"
"Sab's","121 Ballantyne Road, Syracuse, NY 13205","Permanent Disqualification","02/20/2018"
"RO Mini Market Inc.","2907 Kensington St., Philadelphia, PA 19134","Permanent Disqualification","02/08/2018"
"River Ave B&M Food Mart","168 River Ave., Providence, RI 02908","Civil Money Penalty","02/21/2018"
"R&C Deli Grocery Inc.","917 Sheridan Ave., Bronx, NY 10451","Permanent Disqualification","02/08/2018"
"OM Mart Inc.","887 Manor Road, Staten Island, NY 10314","Civil Money Penalty","02/20/2018"
"Nivo LLC","5505 University Blvd. W, Jacksonville, FL 32216","Denial","02/20/2018"
"Nickolas’ Corner","4800 Main St., Bremen, KY 42325","Permanent Disqualification","02/20/2018"
"Nanoo Foods","621 Woodcrest Lane, Arlington, TX 76010","Civil Money Penalty","02/16/2018"
"Metro Auto Service","4116 Metropolitan Ave., Kansas City, KS 66106","Civil Money Penalty","02/05/2018"
"Maryland Liquor Inc.","15015 Mack Ave., Detroit, MI 48224","Denial","02/09/2018"
"Magnolia Supermarket","323 Jefferson Ave., Elizabeth, NJ 07201","Term Disqualification","02/22/2018"
"Lydig Deli & Grocery Inc.","750 Lydig Ave., Bronx, NY 10462","Permanent Disqualification","02/28/2018"
"Luciv Mancuso & Son","1902 E. Passyunk Ave., Philadelphia, PA 19148","Term Disqualification","02/12/2018"
"Last Stop Market","6858B Lascassas Pike, Lascassas, TN 37085","Denial","02/13/2018"
"La Nueva Placita Meat & Fruit Market Inc.","152-A  Nagle Ave., New York, NY 10040","Permanent Disqualification","02/07/2018"
"La Colonia Food Inc.","594 Morris Ave., Bronx, NY 10451","Permanent Disqualification","02/13/2018"
"King Convenience Store","1535 U St. SE, Washington, DC 20020","Permanent Disqualification","02/26/2018"
"Hessen Deli & Grocery Corp.","615 Courtlandt Ave., Bronx, NY 10451","Permanent Disqualification","02/05/2018"
"Harry's Quick Stop #3","24 Hunts Bridge Road, Greenville, SC 29617","Permanent Disqualification","02/21/2018"
"Handi Stop","5052 Avenue H, Rosenberg, TX 77471","Permanent Disqualification","02/09/2018"
"Fern Rock Market","330 Cherry St., Norristown, PA 19401","Permanent Disqualification","02/14/2018"
"Crossroads","1702 Commercial Ave ., Anson, TX 79501","Withdrawal","02/15/2018"
"Butler’s Foodarama","804 Martin Luther King Jr. Blvd., Franklin, LA 70538","Permanent Disqualification","02/01/2018"
"Albadr Market Inc.","228 E. Washington St., Coldwater, MI 49036","Permanent Disqualification","02/26/2018"
"2764 Kensington Inc.","2764 Kensington Ave., Philadelphia, PA 19134","Permanent Disqualification","02/22/2018"
"Witt's Country Market","4650 Richmond Road, Irvine, KY 40336","Term Disqualification","02/26/2018"
"Windsor Supermarket","307 Richardson St. SW, Atlanta, GA 30312","Permanent Disqualification","02/05/2018"
"Westside Cash Market","811 West Road, Salisbury, MD 21801","Term Disqualification","02/26/2018"
"The Bus Depot Corner Store","1237 Murphy St., Shreveport, LA 71101","Denial","02/20/2018"
"Super Galleria","5103 Asher Ave., Little Rock, AR 72204","Term Disqualification","02/01/2018"
"Stop & Choose Inc.","1860 Pleasant St., Fall River, MA 02723","Term Disqualification","02/21/2018"
"SK Food Mart 1","1600 W. Morse Ave., Chicago, IL 60626","","02/06/2018"
"Sister Food Market","815 Morton Ave., Chester, PA 19013","Permanent Disqualification","02/05/2018"
"Silwad Meat Market Inc.","2012 W. 34th St., Houston, TX 77018","Term Disqualification","02/13/2018"
"Sam's Market & Gas","318 White Lane, Bakersfield, CA 93307","Term Disqualification","02/06/2018"
"Romulus City Drugs","9301 Wayne Road, Romulus, MI 48174","Denial","02/08/2018"
"Quick Shop Mini Mart","61 Walden Ave., New London, CT 06320","Civil Money Penalty","02/01/2018"
"Panaca Market","1105 Main St., Panaca, NV 89042","Denial","02/05/2018"
"OS Pipe & Tobacco","8300 E. Colfax Ave .,     Unit 100, Denver, CO 80220","Withdrawal","02/23/2018"
"North Bergen Deli Grocery Inc.","7300 Broadway, North Bergen, NJ 07047","Permanent Disqualification","02/28/2018"
"New Market","109 Bridge St., Salem, MA 01970","Permanent Disqualification","02/20/2018"
"Mason Deli & Market","39 Mason St., San Francisco, CA 94102","Permanent Disqualification","02/14/2018"
"Marmolejos Deli & Grocery Inc.","489 Penn St., Perth Amboy, NJ 08861","Permanent Disqualification","02/07/2018"
"Market Place","2006 Vineville Ave., Macon, GA 31204","Permanent Disqualification","02/12/2018"
"Lucky Farm","9619 Linden Blvd., Ozone Park, NY 11417","Permanent Disqualification","02/12/2018"
"George's Grocery USA LLC","2509 Main St., Bridgeport, CT 06606","Permanent Disqualification","02/23/2018"
"Evergreen Market LLC","775 Dixwell Ave., New Haven, CT 06511","Permanent Disqualification","02/12/2018"
"Dollar One Plus Food Mart","3521 Germantown Ave., Philadelphia, PA 19140","Term Disqualification","02/20/2018"
"Clinton St Xpress Mart","338 Clinton St., Binghamton, NY 13905","Term Disqualification","02/23/2018"
"City Of Love Karen Market #1","991 Arcade St., St Paul, MN 55106","Permanent Disqualification","02/12/2018"
"Citgo At MLK","1431 Martin Luther King Jr. Blvd., Columbus, GA 31906","Permanent Disqualification","02/07/2018"
"AJ's Merchandising","29970 Holeada Lane, Madison, AL 35757","Denial","02/09/2018"
"Abdur Sami Deli Grocery & Halal Meat Inc.","2262 Second Ave., New York, NY 10035","Term Disqualification","02/09/2018"
"A&J Food Mart","3695 54th Ave. N, St Petersburg, FL 33714","Term Disqualification","02/20/2018"
"A&J Deli LLC #1","100 Midland Ave., Kearny, NJ 07032","Term Disqualification","02/08/2018"
"843 Forest Foods & Bagels Inc.","843 Forest Ave., Staten Island, NY 10310","Permanent Disqualification","02/01/2018"
"Taza Shop","1131 Main St., Paterson, NJ 07503","Denial","02/06/2018"
"Tavares Food Market Inc.","601 N. 34th St., Philadelphia, PA 19104","Denial","02/20/2018"
"Pell City Valero #501","501 Martin St. N, Pell City, AL 35125","Denial","02/20/2018"
"New Look Convenience Store Inc. #1","3715 N. Woodford St., Decatur, IL 62526","Civil Money Penalty","02/02/2018"
"Golden Rule Party Store","31850 Ryan Road, Warren, MI 48092","Permanent Disqualification","02/27/2018"
"Frank's Crab House","2781 N. Hiawassee Road, Orlando, FL 32818","Withdrawal","02/28/2018"
"Djj Parkway Holdings LLC","1190 Jesse Jewell Parkway SE, Gainesville, GA 30501","Denial","02/02/2018"
"Cumberland Exxon","1473 Anderson Highway, Cumberland, VA 23040","Denial","02/21/2018"
"Colombian Products & Services Corp.","11301 S. Orange Blossom Trail ,     Suite 107, Orlando, FL 32837","Term Disqualification","02/28/2018"
"Champion Seafood","701 Poplar Grove St., Baltimore, MD 21216","Withdrawal","02/06/2018"
"Allied Food Service Inc.","26 Selman Road NW, Rome, GA 30165","Withdrawal","02/22/2018"
"Al-Bathaa Deli Grocery Corp.","870 Prospect Ave., Bronx, NY 10459","Term Disqualification","02/21/2018"
"Whitman Convenience Store","183 South Ave., Whitman, MA 02382","Term Disqualification","01/16/2018"
"Vincent Convenience Market LLC","1906 E. Colfax Ave., Denver, CO 80206","Permanent Disqualification","01/17/2018"
"Terry's One Stop","271 Scuffleboro Road, Eatonton, GA 31024","Permanent Disqualification","01/29/2018"
"Sammy's 10-01 Deli Inc.","1003 40th Ave., Long Island City, NY 11101","Term Disqualification","01/24/2018"
"Rodriguez Deli Grocery","158 Lewis Ave., Brooklyn, NY 11221","Permanent Disqualification","01/16/2018"
"Nostrand Deli & Grocery","669 Nostrand Ave., Brooklyn, NY 11216","Permanent Disqualification","01/12/2018"
"Nobel Deli Inc.","523 Grand St., New York, NY 10002","Permanent Disqualification","01/03/2018"
"Kwik Stop Drive Thru","1000 SW 81st Ave., North Lauderdale, FL 33068","Permanent Disqualification","01/04/2018"
"Empire Market","51 Empire St., Providence, RI 02903","Permanent Disqualification","01/30/2018"
"DNA Grocery & Deli #1","63 Green St., Lancaster, PA 17602","Permanent Disqualification","01/24/2018"
"Deep Creek Mini Mart","810 Deep Creek Church Road, Burlington, NC 27217","Permanent Disqualification","01/31/2018"
"Center Deli Market LLC","37 Center St., Bristol, CT 06010","Permanent Disqualification","01/24/2018"
"Badweynta India LLC #3823","3823 Sullivant Ave., Columbus, OH 43228","Permanent Disqualification","01/23/2018"
"Al's International Market","7200 Elmwood Ave., Philadelphia, PA 19142","Permanent Disqualification","01/09/2018"
"A&H Super Market LLC #1","7067 Castor Ave., Philadelphia, PA 19149","Permanent Disqualification","01/31/2018"
"261 Grocery Deli Corp.","261 Buffalo Ave., Brooklyn, NY 11213","Permanent Disqualification","01/02/2018"
"Tommy Westside Food Mart","5204 W. Harrison St., Chicago, IL 60644","Permanent Disqualification","01/12/2018"
"Stop & Go Food & Tobacco","14458 Pulaski Road, Midlothian, IL 60445","Denial","01/17/2018"
"SM Oil","1340 E. Imperial Highway, Los Angeles, CA 90059","Permanent Disqualification","01/08/2018"
"Primo Grocery","278 W. Fordham Road, Bronx, NY 10468","Permanent Disqualification","01/19/2018"
"Old Country Store #1","18241 Al Philpott Highway, Ridgeway, VA 24148","Permanent Disqualification","01/10/2018"
"Ojero Food Mart","880 S. Harper St., Laurens, SC 29360","Permanent Disqualification","01/10/2018"
"Ninnekah Quick Mart dba Chandulal Inc.","100 South Grand St., Ninnekah, OK 73067","Permanent Disqualification","01/19/2018"
"Nancy Foods Inc.","12315 S. State St., Chicago, IL 60628","Term Disqualification","01/24/2018"
"Melo Mania Deli Food Corp.","663 Allerton Ave., Bronx, NY 10467","Permanent Disqualification","01/08/2018"
"Matalka Inc.","25810 School Craft, Redford, MI 48239","Permanent Disqualification","01/05/2018"
"Martinez Meats","3225 Foothill Blvd., Oakland, CA 94601","Denial","01/16/2018"
"La Tampiquena","807 E. Webb Ave., Burlington, NC 27217","Term Disqualification","01/09/2018"
"La Oaxaquena Deli Grocery Inc.","501 W. 161 St., New York, NY 10032","Term Disqualification","01/11/2018"
"Kool Corner","6413 Manor Road, Austin, TX 78723","Permanent Disqualification","01/02/2018"
"Janice Dollar Store","1569 NW 27th Ave., Miami, FL 33125","Term Disqualification","01/18/2018"
"Hartford Convenience","344 Hartford Ave., Providence, RI 02909","Permanent Disqualification","01/31/2018"
"Green Village Meat Farm Corp.","229 Tapscott St., Brooklyn, NY 11212","Permanent Disqualification","01/10/2018"
"Glenside Food Market Inc. - Super Saver Food Market","1310 Schuylkill Ave., Reading, PA 19601","Term Disqualification","01/11/2018"
"Garrison Shortstop","51 Garrison Lane, Garrison, KY 41141","Term Disqualification","01/25/2018"
"Fortuna Mini Market","35 Chandler St., Worcester, MA 01609","Civil Money Penalty","01/16/2018"
"Buckeye Country Mart LLC","298 Seneca Crest Drive, Buckeye, WV 24924","Civil Money Penalty","01/10/2018"
"Brother's Food Mart","2157 E. Alcy Road, Memphis, TN 38114","Permanent Disqualification","01/18/2018"
"Army Trail Mobil Inc.","1740 W. Army Trail Blvd., Addison, IL 60101","Denial","01/12/2018"
"AAA Biz Net Inc. - AAA Deli & Grocery","978 Longwood Ave., Bronx, NY 10459","Permanent Disqualification","01/18/2018"
"7-Eleven 27036c","815 S. Dobson Road, Mesa, AZ 85202","Denial","01/04/2018"
"USA Grocery #2","2827 Houston Ave., Macon, GA 31206","Permanent Disqualification","01/19/2018"
"Swift Mart LLC #1","725 E. Washington Ave., Kinston, NC 28501","Permanent Disqualification","01/29/2018"
"Skyline Market","2400 10th Ave. S, Minneapolis, MN 55404","Term Disqualification","01/09/2018"
"Santo's Grocery","274 S. Second St., Brooklyn, NY 11211","Permanent Disqualification","01/08/2018"
"Salama Halal & Grocery Inc.","3346 Sullivant Ave., Columbus, OH 43204","Permanent Disqualification","01/08/2018"
"Salam Gourmet Deli Inc.","500 W. 157th St., New York, NY 10032","Permanent Disqualification","01/23/2018"
"Raymond 809 Meat Market Corp.","205 E. 167th St., Bronx, NY 10456","Permanent Disqualification","01/26/2018"
"Raslin Grocery Corp.","421 Bainbridge St., Brooklyn, NY 11233","Permanent Disqualification","01/26/2018"
"R&R Chevron","57266 29 Palms Highway, Yucca Valley, CA 92284","Permanent Disqualification","01/26/2018"
"Ninth Avenue Grocery Inc.","486 Ninth Ave., New York, NY 10018","Permanent Disqualification","01/08/2018"
